customer_id,subscription_date,last_activity_date,plan_type,monthly_price,total_payment,total_watch_hours,region,total_sessions
CUST448,2024-09-27,2025-06-22,Standard,10.99,95.97,460.0,France,432
CUST449,2024-04-04,2024-08-08,Standard,10.99,47.08,221.3,US,140
CUST450,2024-06-29,2025-06-21,Basic,6.99,72.75,461.6,US,374
CUST451,2023-10-26,2025-07-02,Standard,10.99,212.22,1215.0,Germany,1080
CUST452,2024-03-12,2025-04-13,Standard,10.99,134.58,575.8,Germany,455
CUST453,2025-02-22,2025-03-04,Basic,6.99,6.98,54.5,India,37
CUST454,2025-04-28,2025-07-11,Standard,10.99,19.87,84.8,US,60
CUST455,2024-03-24,2025-06-20,Basic,6.99,108.44,1051.8,US,330
CUST456,2025-05-29,2025-06-29,Standard,10.99,17.09215275218600,32.1,India,46
CUST457,2024-05-02,2025-06-29,Standard,10.99,166.13,587.0,Germany,630
CUST458,2023-08-28,2025-07-13,Basic,6.99,143.46,880.8,US,594
CUST459,2024-05-10,2025-04-01,Premium,15.99,169.63,673.8,UK,670
CUST460,2024-09-18,2025-04-04,Basic,6.99,44.39,363.1,France,216
CUST461,2024-03-23,2025-01-30,Basic,6.99,64.69,528.2,US,270
CUST462,2024-07-31,2025-07-04,Basic,6.99,75.33,691.4,Germany,396
CUST463,2024-05-31,2024-09-04,Standard,10.99,30.79,173.9,US,162
CUST464,2023-08-27,2025-07-05,Standard,10.99,229.92,1185.8,UK,836
CUST465,2024-09-19,2024-09-20,Standard,10.99,10.47,60.4,Germany,41
CUST466,2023-08-14,2025-04-03,Basic,6.99,134.3,834.2,UK,722
CUST467,2023-09-22,2025-06-28,Basic,6.99,144.19,1054.0,US,483
CUST468,2025-01-30,2025-02-14,Standard,10.99,11.97,68.4,US,50
CUST469,2025-04-29,2025-07-06,Premium,15.99,62.63403878775830,163.8,US,122
CUST470,2025-04-07,2025-04-28,Premium,15.99,17.5,77.2,Germany,64
CUST471,2025-06-04,2025-07-14,Basic,6.99,6.61,62.1,France,30
CUST472,2025-04-11,2025-06-28,Standard,10.99,23.18,77.6,France,66
CUST473,2024-02-24,2024-08-22,Premium,15.99,92.85,429.9,UK,318
CUST474,2025-04-28,2025-07-13,Standard,10.99,20.41,94.6,UK,86
CUST475,2024-11-05,2024-11-25,Premium,15.99,17.13,85.4,US,45
CUST476,2023-11-03,2025-07-05,Basic,6.99,134.46,835.9,India,720
CUST477,2025-05-31,2025-06-21,Premium,15.99,16.5,61.9,France,41
CUST478,2023-11-24,2025-02-06,Standard,10.99,155.9,712.5,France,518
CUST479,2024-12-01,2025-07-06,Premium,15.99,111.3,412.6,US,301
CUST480,2025-03-26,2025-06-29,Standard,10.99,32.94,122.9,US,117
CUST481,2024-02-15,2025-07-16,Standard,10.99,195.51,1157.0,US,612
CUST482,2024-04-02,2025-07-14,Premium,15.99,220.08,1063.4,UK,645
CUST483,2023-10-11,2025-07-13,Basic,6.99,151.73,822.9,UK,735
CUST484,2024-01-19,2025-04-05,Standard,10.99,166.04,693.8,India,602
CUST485,2023-12-02,2024-11-20,Standard,10.99,110.2,591.5,UK,495
CUST486,2024-12-01,2024-12-19,Standard,10.99,10.2,47.3,UK,54
CUST487,2025-02-12,2025-03-12,Premium,15.99,16.68,51.1,UK,48
CUST488,2024-01-08,2025-01-29,Basic,6.99,82.83,620.1,India,276
CUST489,2023-11-30,2025-02-09,Standard,10.99,150.89,862.5,US,742
CUST490,2023-07-24,2025-07-09,Standard,10.99,234.42,1182.9,Germany,805
CUST491,2024-09-01,2024-09-09,Basic,6.99,7.0,45.3,India,20
CUST492,2024-09-29,2025-03-04,Standard,10.99,50.85,207.5,US,180
CUST493,2023-12-21,2025-06-21,Basic,6.99,125.23,885.9,Germany,360
CUST494,2024-10-21,2025-06-19,Standard,10.99,92.56,326.5,UK,384
CUST495,2023-09-04,2025-07-04,Premium,15.99,334.77,1089.0,UK,1034
CUST496,2023-10-25,2025-07-15,Standard,10.99,218.96,1096.8,France,1080
CUST497,2024-08-20,2024-12-17,Standard,10.99,36.21,187.0,France,96
CUST498,2024-01-08,2025-07-14,Premium,15.99,298.56,1119.4,US,720
CUST499,2024-01-05,2025-06-25,Standard,10.99,199.59,771.0,US,510
CUST500,2025-04-05,2025-05-03,Premium,15.99,15.72,71.9,US,46
CUST501,2023-09-24,2025-07-02,Standard,10.99,243.15,1283.8,UK,1050
CUST502,2024-06-28,2025-07-06,Premium,15.99,174.25,827.3,UK,624
CUST503,2023-11-16,2025-07-08,Basic,6.99,313.1098042408380,1221.3,UK,400
CUST504,2024-11-04,2025-03-04,Premium,15.99,60.16,269.8,US,220
CUST505,2023-09-29,2025-01-09,Basic,6.99,102.79,863.3,France,495
CUST506,2024-09-17,2025-07-10,Standard,10.99,105.75,388.1,US,297
CUST507,2025-06-09,2025-07-02,Standard,10.99,10.65,45.4,UK,52
CUST508,2023-09-22,2025-07-10,Standard,10.99,237.93,1078.5,US,1092
CUST509,2025-04-14,2025-05-13,Standard,10.99,11.45,50.3,France,41
CUST510,2024-11-05,2025-01-28,Standard,10.99,22.36,125.7,UK,108
CUST511,2023-08-21,2024-12-18,Standard,10.99,170.82,979.7,UK,656
CUST512,2023-08-21,2025-07-07,Basic,6.99,156.15,944.7,US,792
CUST513,2024-05-11,2024-08-24,Basic,6.99,20.31,120.6,Germany,120
CUST514,2024-03-31,2025-02-08,Basic,6.99,64.08,503.0,US,340
CUST515,2024-08-07,2025-06-26,Standard,10.99,120.73,437.2,France,390
CUST516,2024-11-23,2024-11-29,Basic,6.99,6.47,45.4,India,22
CUST517,2024-10-29,2025-07-06,Standard,10.99,80.4,496.7,France,416
CUST518,2024-03-03,2024-09-13,Standard,10.99,70.93,383.2,Germany,294
CUST519,2024-01-07,2025-07-04,Basic,6.99,120.83,1081.2,US,702
CUST520,2023-12-10,2025-03-26,Standard,10.99,169.81,902.2,UK,615
CUST521,2023-12-12,2025-07-12,Premium,15.99,293.42,983.7,India,760
CUST522,2025-04-14,2025-06-17,Basic,6.99,13.68,90.7,US,40
CUST523,2024-07-05,2025-07-11,Standard,10.99,125.61,608.9,UK,468
CUST524,2025-05-07,2025-06-23,Standard,10.99,10.65,51.7,Germany,47
CUST525,2024-05-28,2025-06-21,Standard,10.99,129.52,756.0,US,528
CUST526,2024-08-11,2025-06-18,Standard,10.99,114.74,457.6,US,310
CUST527,2023-10-04,2025-07-03,Standard,10.99,231.32,1063.7,US,966
CUST528,2024-10-14,2025-07-05,Standard,10.99,95.72,404.1,US,296
CUST529,2025-03-27,2025-07-13,Basic,6.99,19.05,191.3,France,84
CUST530,2025-03-08,2025-03-26,Standard,10.99,11.0,53.2,US,50
CUST531,2023-12-31,2025-07-11,Standard,10.99,201.15,1141.5,US,882
CUST532,2024-04-10,2024-12-16,Basic,6.99,136.49080477444600,506.2,US,240
CUST533,2025-04-07,2025-04-29,Standard,10.99,10.0,43.0,Germany,35
CUST534,2025-04-19,2025-05-01,Premium,15.99,16.23,62.6,France,63
CUST535,2024-02-12,2025-06-21,Standard,10.99,188.28,1088.2,US,688
CUST536,2025-04-27,2025-05-10,Standard,10.99,10.42,49.3,Germany,30
CUST537,2023-11-19,2025-07-12,Premium,15.99,343.87,1520.5,UK,920
CUST538,2024-02-08,2025-07-07,Standard,10.99,168.86,598.7,India,901
CUST539,2025-04-21,2025-06-27,Standard,10.99,23.0,81.9,US,76
CUST540,2025-04-18,2025-05-08,Standard,10.99,11.94,61.7,Germany,40
CUST541,2023-07-27,2025-06-23,Premium,15.99,379.33,1667.9,UK,1449
CUST542,2024-09-28,2025-06-20,Standard,10.99,86.85,518.2,UK,416
CUST543,2024-09-30,2024-11-11,Standard,10.99,9.99,60.9,US,45
CUST544,2023-11-26,2024-10-03,Standard,10.99,206.75216734680600,631.0,France,480
CUST545,2023-08-23,2025-07-06,Premium,15.99,349.69,1736.8,US,902
CUST546,2023-07-27,2025-07-06,Standard,10.99,228.96,1179.5,India,1012
CUST547,2024-01-06,2024-08-25,Basic,6.99,50.79,401.0,US,154
CUST548,2024-09-26,2025-07-13,Premium,15.99,143.39,552.1,US,387
CUST549,2025-04-19,2025-07-13,Standard,10.99,20.33,126.1,UK,98
CUST550,2023-12-20,2025-06-30,Basic,6.99,118.63,863.3,France,468
CUST551,2024-05-22,2024-12-07,Standard,10.99,60.2,307.0,UK,246
CUST552,2024-08-24,2025-01-25,Standard,10.99,55.77,241.9,France,165
CUST553,2023-09-21,2024-09-06,Premium,15.99,180.18,582.8,India,539
CUST554,2025-03-31,2025-04-26,Basic,6.99,7.0,41.7,India,25
CUST555,2024-07-07,2025-06-23,Premium,15.99,187.05,529.1,US,704
CUST556,2025-06-09,2025-07-11,Standard,10.99,11.78,61.5,Germany,51
CUST557,2024-07-23,2025-07-14,Basic,6.99,78.67,531.6,France,363
CUST558,2025-05-08,2025-06-25,Premium,15.99,14.43,63.2,UK,42
CUST559,2025-03-25,2025-07-16,Standard,10.99,34.26,117.5,Germany,138
CUST560,2025-03-26,2025-04-21,Basic,6.99,6.88,35.1,UK,30
CUST561,2024-03-19,2025-04-07,Standard,10.99,133.61,559.1,US,468
CUST562,2024-01-11,2025-01-14,Premium,15.99,197.6,808.4,UK,780
CUST563,2024-05-04,2025-07-08,Standard,10.99,149.25,531.7,UK,700
CUST564,2023-08-13,2025-02-17,Basic,6.99,136.32,1232.9,US,522
CUST565,2024-09-27,2025-02-01,Basic,6.99,25.91,182.4,US,116
CUST566,2024-11-29,2025-06-24,Basic,6.99,43.38,246.8,Germany,132
CUST567,2023-10-17,2025-04-04,Standard,10.99,168.31,687.6,UK,901
CUST568,2025-01-11,2025-07-16,Standard,10.99,71.54,233.8,US,330
CUST569,2023-08-12,2025-06-29,Basic,6.99,141.86,1279.4,UK,748
CUST570,2025-06-08,2025-06-30,Basic,6.99,6.42,67.4,US,36
CUST571,2023-08-08,2025-06-20,Standard,10.99,233.7,1175.3,Germany,1034
CUST572,2025-05-17,2025-07-08,Premium,15.99,15.59,53.7,US,58
CUST573,2023-10-02,2025-02-04,Standard,10.99,165.79,696.9,Germany,768
CUST574,2024-06-12,2024-12-25,Premium,15.99,97.57,390.3,US,306
CUST575,2023-07-22,2025-02-03,Standard,10.99,195.56,1145.3,France,954
CUST576,2025-04-26,2025-05-15,Basic,6.99,6.34,46.7,US,24
CUST577,2024-05-25,2025-07-12,Premium,15.99,200.37,977.3,US,819
CUST578,2023-08-08,2025-03-02,Standard,10.99,221.77,915.5,Germany,855
CUST579,2024-06-15,2025-06-27,Standard,10.99,136.88,527.2,UK,528
CUST580,2024-04-02,2025-06-24,Premium,15.99,233.93,817.8,Germany,756
CUST581,2024-02-15,2025-06-17,Basic,6.99,116.27,594.2,Germany,400
CUST582,2024-08-02,2025-06-22,Basic,6.99,67.26,648.6,US,310
CUST583,2024-04-03,2025-06-19,Standard,10.99,141.54,592.2,UK,434
CUST584,2024-05-03,2025-07-15,Basic,6.99,93.41,794.7,UK,546
CUST585,2023-09-25,2025-07-04,Basic,6.99,156.53,661.4,India,588
CUST586,2025-05-16,2025-06-04,Basic,6.99,16.639615141765200,63.7,Germany,23
CUST587,2024-12-02,2025-06-22,Basic,6.99,41.89,244.7,UK,144
CUST588,2023-08-21,2025-07-07,Standard,10.99,218.07,1487.9,US,1100
CUST589,2023-10-02,2025-07-03,Basic,6.99,136.22,1369.5,US,567
CUST590,2024-08-02,2025-02-19,Standard,10.99,63.59,384.2,France,306
CUST591,2024-04-08,2025-06-17,Standard,10.99,156.28,690.7,UK,546
CUST592,2024-12-04,2025-06-24,Standard,10.99,60.34,340.9,UK,216
CUST593,2025-02-05,2025-07-08,Basic,6.99,38.05,230.6,France,165
CUST594,2024-07-27,2025-06-22,Standard,10.99,117.63,445.8,UK,374
CUST595,2024-10-12,2025-07-03,Basic,6.99,60.53,386.3,UK,280
CUST596,2024-05-04,2025-07-14,Standard,10.99,162.49,475.7,India,616
CUST597,2025-04-23,2025-06-27,Premium,15.99,33.61,154.7,Germany,88
CUST598,2023-08-04,2025-07-01,Standard,10.99,258.17,958.6,US,736
CUST599,2023-07-27,2025-07-15,Standard,10.99,259.18,1211.6,UK,1196
CUST600,2024-02-14,2025-01-07,Standard,10.99,112.93,537.9,UK,390
CUST601,2024-06-06,2025-07-14,Standard,10.99,146.55,664.9,UK,442
CUST602,2024-11-12,2025-07-06,Premium,15.99,113.13,460.9,France,434
CUST603,2023-11-25,2025-07-06,Premium,15.99,333.37,965.2,US,1026
CUST604,2024-02-23,2024-10-24,Standard,10.99,92.0,413.2,Germany,376
CUST605,2025-02-23,2025-06-26,Standard,10.99,46.39,148.3,India,216
CUST606,2023-09-18,2025-06-25,Premium,15.99,360.8,1752.1,US,987
CUST607,2023-11-19,2025-03-04,Premium,15.99,226.21,1041.5,UK,1050
CUST608,2023-08-22,2025-07-10,Standard,10.99,221.65,1553.0,US,1100
CUST609,2024-01-25,2025-06-24,Standard,10.99,186.19,522.0,India,527
CUST610,2024-04-13,2025-06-30,Basic,6.99,98.14,609.8,France,378
CUST611,2024-08-28,2024-09-13,Premium,15.99,17.04,49.0,UK,62
CUST612,2023-09-03,2025-07-15,Basic,6.99,152.05,777.4,Germany,594
CUST613,2023-10-19,2025-02-01,Standard,10.99,167.19,697.5,US,495
CUST614,2025-05-16,2025-05-30,Basic,6.99,7.03,47.1,India,38
CUST615,2025-05-29,2025-06-29,Basic,6.99,6.34,41.9,UK,37
CUST616,2024-09-26,2025-06-25,Standard,10.99,101.19,497.7,US,450
CUST617,2023-11-27,2025-06-20,Premium,15.99,323.74,1405.3,France,1292
CUST618,2023-07-26,2025-07-06,Basic,6.99,149.76,1412.1,US,460
CUST619,2025-03-03,2025-07-01,Standard,10.99,44.79,206.1,US,196
CUST620,2024-04-27,2024-12-30,Basic,6.99,56.97,369.4,UK,272
CUST621,2024-09-23,2025-02-18,Basic,6.99,26.08,214.2,US,148
CUST622,2023-08-08,2025-01-18,Standard,10.99,172.76,753.8,US,867
CUST623,2023-11-05,2025-07-01,Standard,10.99,240.9,918.3,India,820
CUST624,2023-11-08,2025-01-11,Basic,6.99,95.78,707.2,US,280
CUST625,2024-07-23,2024-10-01,Standard,10.99,20.78,133.3,US,72
CUST626,2024-08-30,2024-09-18,Basic,6.99,6.53,57.7,Germany,38
CUST627,2024-12-07,2025-07-01,Standard,10.99,68.15,319.9,UK,180
CUST628,2025-05-08,2025-05-24,Premium,15.99,16.34,60.6,US,70
CUST629,2023-10-20,2025-06-19,Premium,15.99,328.98,991.2,Germany,1260
CUST630,2023-11-25,2025-07-04,Standard,10.99,191.6,1107.4,France,684
CUST631,2023-07-18,2025-07-13,Standard,10.99,442.44224643111400,1190.2,Germany,744
CUST632,2023-07-20,2025-04-16,Premium,15.99,328.35,1051.9,Germany,966
CUST633,2024-05-24,2025-01-18,Basic,6.99,47.1,286.0,UK,266
CUST634,2023-12-26,2025-06-20,Premium,15.99,285.65,733.7,India,1260
CUST635,2023-08-25,2025-06-20,Premium,15.99,344.05,1539.5,UK,1144
CUST636,2023-10-31,2025-06-20,Basic,6.99,142.47,795.5,France,456
CUST637,2024-12-25,2025-07-02,Basic,6.99,45.54,335.3,US,228
CUST638,2024-08-05,2025-07-09,Premium,15.99,168.98,544.7,India,440
CUST639,2025-03-18,2025-07-10,Standard,10.99,35.37,157.2,Germany,90
CUST640,2023-08-19,2025-02-14,Basic,6.99,132.9,1103.7,France,666
CUST641,2024-04-18,2025-07-02,Basic,6.99,106.29,854.5,UK,280
CUST642,2025-01-07,2025-06-24,Standard,10.99,52.16,266.9,US,170
CUST643,2024-03-03,2025-07-03,Standard,10.99,178.55,567.4,Germany,608
CUST644,2024-04-10,2024-11-15,Standard,10.99,73.46,334.6,France,287
CUST645,2024-10-09,2025-04-06,Premium,15.99,85.13,319.1,UK,240
CUST646,2025-03-29,2025-04-05,Basic,6.99,6.3,44.0,India,37
CUST647,2024-03-03,2025-06-17,Standard,10.99,166.99,818.1,France,780
CUST648,2024-06-17,2025-07-06,Standard,10.99,127.64,523.0,US,480
CUST649,2023-12-24,2025-06-30,Standard,10.99,190.8,979.1,France,540
CUST650,2024-06-17,2025-02-14,Basic,6.99,57.54,356.2,US,304
CUST651,2023-10-29,2024-09-19,Premium,15.99,171.14,759.2,US,610
CUST652,2024-05-26,2025-03-13,Premium,15.99,147.05,536.7,US,576
CUST653,2024-05-20,2025-01-09,Standard,10.99,82.36,433.5,US,273
CUST654,2023-10-12,2025-02-08,Standard,10.99,167.56,583.0,Germany,496
CUST655,2024-09-07,2025-06-21,Basic,6.99,63.16,467.6,US,234
CUST656,2025-03-15,2025-04-10,Standard,10.99,10.88,56.2,Germany,49
CUST657,2025-05-27,2025-06-18,Standard,10.99,9.92,41.8,Germany,31
CUST658,2024-01-05,2025-07-02,Standard,10.99,200.07,1059.5,Germany,864
CUST659,2024-04-08,2025-07-05,Premium,15.99,247.6,970.6,UK,675
CUST660,2024-02-10,2025-07-12,Standard,10.99,190.26,894.7,France,663
CUST661,2025-01-18,2025-06-17,Standard,10.99,57.55,250.8,US,190
CUST662,2025-03-13,2025-06-24,Standard,10.99,33.44,163.3,US,111
CUST663,2025-06-06,2025-07-01,Basic,6.99,6.38,52.9,UK,30
CUST664,2024-10-14,2025-07-03,Standard,10.99,81.18,432.7,US,304
CUST665,2024-04-30,2025-07-07,Standard,10.99,156.83,783.3,France,686
CUST666,2024-09-15,2025-07-10,Standard,10.99,94.46,475.3,US,441
CUST667,2024-08-14,2025-07-04,Standard,10.99,100.66,410.7,Germany,380
CUST668,2023-09-23,2025-06-27,Standard,10.99,227.54,869.8,UK,777
CUST669,2024-10-16,2025-03-12,Standard,10.99,44.44,154.8,US,176
CUST670,2024-06-22,2025-03-20,Standard,10.99,95.52,336.8,India,279
CUST671,2023-12-16,2024-08-27,Standard,10.99,91.8,459.7,France,424
CUST672,2024-09-12,2025-03-02,Premium,15.99,82.25,352.9,UK,200
CUST673,2024-04-07,2025-07-03,Basic,6.99,101.34,677.7,US,420
CUST674,2023-10-22,2025-02-25,Basic,6.99,117.54,1020.3,UK,448
CUST675,2023-08-22,2025-06-28,Standard,10.99,248.97,1211.7,US,924
CUST676,2025-03-06,2025-07-04,Basic,6.99,61.337220173693900,250.0,France,108
CUST677,2023-09-07,2025-03-28,Basic,6.99,127.16,1011.7,France,720
CUST678,2024-07-07,2025-07-12,Standard,10.99,239.76173067502100,680.1,UK,408
CUST679,2024-12-18,2025-03-22,Standard,10.99,34.27,95.8,India,96
CUST680,2024-07-30,2024-11-23,Standard,10.99,32.15,137.3,US,150
CUST681,2023-07-31,2024-12-19,Premium,15.99,278.49,744.8,US,688
CUST682,2024-07-07,2024-08-22,Standard,10.99,11.69,62.1,US,46
CUST683,2024-10-29,2025-06-22,Premium,15.99,113.89,380.8,Germany,385
CUST684,2024-03-30,2025-07-11,Basic,6.99,99.65,966.9,US,525
CUST685,2024-12-30,2025-07-13,Standard,10.99,62.03,298.1,US,324
CUST686,2025-04-24,2025-07-15,Premium,15.99,30.96,157.3,US,140
CUST687,2025-03-18,2025-03-27,Standard,10.99,10.94,38.9,UK,55
CUST688,2025-03-19,2025-04-02,Standard,10.99,10.54,40.2,France,49
CUST689,2025-03-02,2025-03-31,Standard,10.99,11.02,49.7,US,32
CUST690,2025-03-11,2025-07-12,Basic,6.99,26.09,189.0,UK,100
CUST691,2024-03-25,2025-06-25,Standard,10.99,180.6,681.9,France,450
CUST692,2025-02-09,2025-07-13,Standard,10.99,50.64,246.1,India,250
CUST693,2024-10-18,2025-06-17,Premium,15.99,138.97,309.3,India,440
CUST694,2023-09-28,2024-12-03,Basic,6.99,105.95,701.3,US,476
CUST695,2024-07-20,2025-06-28,Premium,15.99,176.78,793.5,UK,506
CUST696,2024-03-06,2025-06-24,Premium,15.99,250.64,732.7,US,615
CUST697,2025-02-16,2025-07-15,Basic,6.99,27.6,253.1,UK,116
CUST698,2025-02-02,2025-04-05,Standard,10.99,22.55,109.8,India,108
CUST699,2025-05-19,2025-06-14,Premium,15.99,15.48,45.2,UK,67
CUST700,2025-02-18,2025-06-18,Premium,15.99,61.42,230.9,US,216
CUST701,2024-12-03,2025-07-13,Standard,10.99,78.13,355.5,US,245
CUST702,2025-02-13,2025-06-25,Standard,10.99,43.94,256.5,US,124
CUST703,2025-04-15,2025-06-27,Standard,10.99,22.33,105.8,France,106
CUST704,2025-03-24,2025-04-12,Standard,10.99,22.519521452287700,59.8,US,53
CUST705,2024-07-29,2025-03-13,Basic,6.99,47.63,404.1,UK,252
CUST706,2025-01-23,2025-07-08,Standard,10.99,50.38,212.0,US,150
CUST707,2024-10-05,2025-07-10,Basic,6.99,57.28,594.0,US,180
CUST708,2024-06-29,2024-08-23,Basic,6.99,6.65,56.2,UK,23
CUST709,2024-02-19,2025-07-11,Standard,10.99,341.99918182448300,837.1,Germany,784
CUST710,2025-05-20,2025-06-13,Standard,10.99,19.89182650895980,67.9,US,45
CUST711,2023-12-05,2025-07-02,Standard,10.99,221.88,1064.2,Germany,703
CUST712,2024-04-03,2025-07-02,Standard,10.99,149.65,523.4,India,450
CUST713,2025-04-20,2025-06-22,Standard,10.99,22.68,81.4,India,110
CUST714,2023-10-14,2025-06-27,Basic,6.99,133.44,847.0,India,760
CUST715,2023-09-11,2025-01-08,Standard,10.99,188.91,586.5,UK,640
CUST716,2025-05-05,2025-07-13,Premium,15.99,31.88,152.7,UK,112
CUST717,2024-12-05,2025-06-29,Standard,10.99,104.09931432576100,256.5,US,324
CUST718,2023-11-30,2025-06-29,Standard,10.99,209.55,1062.6,France,741
CUST719,2024-01-10,2025-07-12,Standard,10.99,193.15,767.9,India,738
CUST720,2025-02-07,2025-06-27,Premium,15.99,64.78,171.7,France,192
CUST721,2025-01-21,2025-06-24,Basic,6.99,32.26,313.7,UK,130
CUST722,2024-09-30,2025-02-02,Standard,10.99,48.33,205.9,India,164
CUST723,2024-07-12,2025-07-12,Standard,10.99,129.92,669.6,US,528
CUST724,2024-04-10,2025-06-25,Standard,10.99,149.19,586.2,UK,518
CUST725,2024-10-01,2024-11-10,Basic,6.99,7.28,42.5,US,36
CUST726,2024-07-28,2025-06-18,Standard,10.99,179.64038770309300,459.0,UK,340
CUST727,2024-01-10,2024-12-04,Basic,6.99,74.56,469.3,US,330
CUST728,2025-05-22,2025-07-15,Standard,10.99,10.89,55.2,US,31
CUST729,2024-12-22,2025-01-05,Standard,10.99,11.47,70.4,US,45
CUST730,2024-02-03,2025-04-09,Basic,6.99,90.18,731.5,Germany,504
CUST731,2023-09-29,2024-10-03,Premium,15.99,205.16,888.5,France,504
CUST732,2024-06-23,2024-10-14,Basic,6.99,21.96,163.6,Germany,60
CUST733,2024-06-09,2025-07-10,Premium,15.99,195.88,845.3,US,858
CUST734,2025-04-02,2025-04-25,Standard,10.99,10.21,60.6,France,47
CUST735,2024-08-07,2025-07-07,Basic,6.99,74.06,459.5,India,407
CUST736,2024-06-09,2025-06-17,Basic,6.99,91.87,732.7,UK,276
CUST737,2024-12-29,2025-07-14,Premium,15.99,91.27,346.5,US,324
CUST738,2024-12-10,2025-06-22,Basic,6.99,41.57,256.5,US,228
CUST739,2024-09-25,2025-06-26,Basic,6.99,57.0,545.9,UK,342
CUST740,2025-06-02,2025-06-18,Standard,10.99,10.76,52.6,Germany,39
CUST741,2024-11-03,2025-06-28,Standard,10.99,78.03,431.7,France,238
CUST742,2025-01-19,2025-02-24,Standard,10.99,11.99,63.1,UK,48
CUST743,2024-10-30,2024-12-16,Basic,6.99,7.01,36.6,France,30
CUST744,2025-03-25,2025-07-15,Basic,6.99,22.31,150.1,France,78
CUST745,2023-10-02,2025-06-20,Basic,6.99,141.12,786.2,India,480
CUST746,2024-04-27,2025-06-27,Basic,6.99,88.87,828.1,US,546
CUST747,2024-02-27,2025-07-07,Standard,10.99,169.33,799.8,India,656
CUST748,2023-12-12,2025-07-15,Standard,10.99,496.6364316989970,907.4,US,912
CUST749,2024-07-03,2025-07-15,Basic,6.99,91.44,682.5,US,408
CUST750,2025-04-17,2025-06-19,Standard,10.99,23.56,112.5,UK,82
CUST751,2024-06-06,2024-12-31,Standard,10.99,62.36,234.2,UK,198
CUST752,2024-05-02,2025-07-01,Premium,15.99,211.33,998.3,Germany,966
CUST753,2024-01-12,2025-07-01,Premium,15.99,255.58,1193.4,US,1190
CUST754,2024-08-18,2025-07-03,Premium,15.99,173.41,838.0,US,510
CUST755,2025-03-19,2025-07-10,Basic,6.99,22.45,135.6,UK,111
CUST756,2024-11-30,2025-06-26,Basic,6.99,44.25,229.5,Germany,216
CUST757,2024-10-05,2025-03-18,Standard,10.99,53.77,251.0,UK,240
CUST758,2024-03-21,2025-07-06,Basic,6.99,104.94,563.6,France,525
CUST759,2024-05-13,2025-06-23,Standard,10.99,141.85,833.1,UK,520
CUST760,2024-10-10,2024-10-25,Standard,10.99,10.45,36.2,UK,31
CUST761,2023-07-27,2024-09-20,Premium,15.99,224.09,1064.5,US,770
CUST762,2024-04-18,2025-01-23,Premium,15.99,130.4,602.9,US,360
CUST763,2025-01-01,2025-07-13,Standard,10.99,61.08,304.0,US,276
CUST764,2025-04-06,2025-04-25,Standard,10.99,11.84,40.7,US,47
CUST765,2025-03-01,2025-06-29,Standard,10.99,46.17,182.5,India,216
CUST766,2024-12-26,2025-07-05,Basic,6.99,100.67894309624000,315.3,Germany,192
CUST767,2025-02-24,2025-06-30,Standard,10.99,44.11,173.7,UK,136
CUST768,2025-02-06,2025-07-16,Basic,6.99,34.04,342.7,US,125
CUST769,2024-11-29,2025-07-06,Standard,10.99,80.63,308.9,France,210
CUST770,2025-02-15,2025-06-19,Standard,10.99,46.46,213.4,US,156
CUST771,2023-09-28,2024-11-13,Standard,10.99,150.39,667.1,UK,442
CUST772,2025-04-21,2025-05-16,Standard,10.99,11.48,38.0,France,30
CUST773,2024-06-14,2025-02-06,Standard,10.99,72.38,440.8,Germany,364
CUST774,2024-09-02,2025-07-15,Premium,15.99,154.72,610.3,US,650
CUST775,2023-07-30,2024-10-03,Basic,6.99,97.27,523.9,UK,420
CUST776,2025-03-30,2025-06-23,Standard,10.99,21.24,93.2,UK,106
CUST777,2024-09-11,2025-04-14,Standard,10.99,80.85,371.0,Germany,371
CUST778,2023-08-08,2025-07-05,Standard,10.99,244.14,1159.4,UK,828
CUST779,2023-10-20,2025-03-30,Premium,15.99,252.16,1253.0,US,969
CUST780,2023-11-23,2025-06-21,Basic,6.99,130.13,766.3,US,760
CUST781,2024-12-18,2025-01-09,Standard,10.99,12.04,47.9,US,49
CUST782,2025-02-17,2025-03-04,Standard,10.99,10.39,50.6,India,50
CUST783,2024-03-05,2025-07-04,Premium,15.99,261.58,718.0,France,784
CUST784,2023-09-05,2025-07-14,Basic,6.99,151.72,1334.6,Germany,748
CUST785,2024-05-23,2025-01-05,Standard,10.99,70.33,264.3,UK,231
CUST786,2024-05-12,2025-07-14,Standard,10.99,153.49,840.5,UK,630
CUST787,2024-12-03,2024-12-21,Basic,6.99,7.27,50.4,US,34
CUST788,2023-12-26,2025-06-30,Standard,10.99,198.34,960.6,UK,792
CUST789,2025-02-06,2025-06-25,Standard,10.99,47.23,134.6,India,164
CUST790,2024-11-02,2025-07-15,Standard,10.99,84.21,295.9,UK,296
CUST791,2024-08-23,2025-06-30,Premium,15.99,146.67,547.5,US,470
CUST792,2024-06-26,2025-04-02,Standard,10.99,107.55,384.5,US,423
CUST793,2024-12-29,2025-07-15,Standard,10.99,64.33,266.2,Germany,210
CUST794,2025-03-28,2025-06-19,Standard,10.99,22.32,100.9,UK,68
CUST795,2024-04-15,2025-06-25,Basic,6.99,103.58,811.0,US,294
CUST796,2024-11-26,2025-06-17,Basic,6.99,40.47,387.4,US,186
