customer_id,Recency,Frequency,Monetary,Recency_Score,Frequency_Score,Monetary_Score,RFM_Score,CLV,Customer_segment,Next_Best_Action,plan_type
CUST534,152 days,63,16.23,2,1,1,1.5,162.3,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Premium
CUST535,101 days,688,188.28,3,5,5,4.0,1882.8,Loyal,Upsell to premium plan + referral program,Standard
CUST536,143 days,30,10.42,2,1,1,1.5,104.2,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST537,80 days,920,343.87,5,5,5,5.0,3438.7,VIP,Offer exclusive content + loyalty rewards,Premium
CUST538,85 days,901,168.86,5,5,4,4.8,1688.6,VIP,Offer exclusive content + loyalty rewards,Standard
CUST539,95 days,76,23.0,4,1,2,2.7,230.0,At Risk,Win-back campaign + survey for feedback,Standard
CUST540,145 days,40,11.94,2,1,1,1.5,119.4,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST541,99 days,1449,379.33,3,5,5,4.0,3793.3,Loyal,Upsell to premium plan + referral program,Premium
CUST542,102 days,416,86.85,3,3,3,3.0,868.5,Average,Re-engagement emails + limited-time discounts,Standard
CUST543,323 days,45,9.99,1,1,1,1.0,99.9,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST544,362 days,480,206.75,1,4,5,2.7,2067.5,At Risk,Win-back campaign + survey for feedback,Standard
CUST545,86 days,902,349.69,5,5,5,5.0,3496.9,VIP,Offer exclusive content + loyalty rewards,Premium
CUST546,86 days,1012,228.96,5,5,5,5.0,2289.6,VIP,Offer exclusive content + loyalty rewards,Standard
CUST547,401 days,154,50.79,1,2,2,1.5,507.9,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST548,79 days,387,143.39,5,3,4,4.2,1433.9,Loyal,Upsell to premium plan + referral program,Premium
CUST549,79 days,98,20.33,5,2,1,3.3,203.3,Average,Re-engagement emails + limited-time discounts,Standard
CUST550,92 days,468,118.63,4,4,3,3.8,1186.3,Average,Re-engagement emails + limited-time discounts,Basic
CUST551,297 days,246,60.2,1,3,2,1.8,602.0,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST552,248 days,165,55.77,1,2,2,1.5,557.7,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST553,389 days,539,180.18,1,4,5,2.7,1801.8,At Risk,Win-back campaign + survey for feedback,Premium
CUST554,157 days,25,7.0,2,1,1,1.5,70.0,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST555,99 days,704,187.05,3,5,5,4.0,1870.5,Loyal,Upsell to premium plan + referral program,Premium
CUST556,81 days,51,11.78,5,1,1,3.0,117.8,Average,Re-engagement emails + limited-time discounts,Standard
CUST557,78 days,363,78.67,5,3,3,4.0,786.7,Loyal,Upsell to premium plan + referral program,Basic
CUST558,97 days,42,14.43,4,1,1,2.5,144.3,At Risk,Win-back campaign + survey for feedback,Premium
CUST559,76 days,138,34.26,5,2,2,3.5,342.6,Average,Re-engagement emails + limited-time discounts,Standard
CUST560,162 days,30,6.88,2,1,1,1.5,68.8,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST561,176 days,468,133.61,2,4,4,3.0,1336.1,Average,Re-engagement emails + limited-time discounts,Standard
CUST562,259 days,780,197.6,1,5,5,3.0,1976.0,Average,Re-engagement emails + limited-time discounts,Premium
CUST563,84 days,700,149.25,5,5,4,4.8,1492.5,VIP,Offer exclusive content + loyalty rewards,Standard
CUST564,225 days,522,136.32,2,4,4,3.0,1363.2,Average,Re-engagement emails + limited-time discounts,Basic
CUST565,241 days,116,25.91,1,2,2,1.5,259.1,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST566,98 days,132,43.38,3,2,2,2.5,433.8,At Risk,Win-back campaign + survey for feedback,Basic
CUST567,179 days,901,168.31,2,5,4,3.3,1683.1,Average,Re-engagement emails + limited-time discounts,Standard
CUST568,76 days,330,71.54,5,3,3,4.0,715.4,Loyal,Upsell to premium plan + referral program,Standard
CUST569,93 days,748,141.86,4,5,4,4.3,1418.6,Loyal,Upsell to premium plan + referral program,Basic
CUST570,92 days,36,6.42,4,1,1,2.5,64.2,At Risk,Win-back campaign + survey for feedback,Basic
CUST571,102 days,1034,233.7,3,5,5,4.0,2337.0,Loyal,Upsell to premium plan + referral program,Standard
CUST572,84 days,58,15.59,5,1,1,3.0,155.9,Average,Re-engagement emails + limited-time discounts,Premium
CUST573,238 days,768,165.79,1,5,4,2.8,1657.9,At Risk,Win-back campaign + survey for feedback,Standard
CUST574,279 days,306,97.57,1,3,3,2.0,975.7,At Risk,Win-back campaign + survey for feedback,Premium
CUST575,239 days,954,195.56,1,5,5,3.0,1955.6,Average,Re-engagement emails + limited-time discounts,Standard
CUST576,138 days,24,6.34,2,1,1,1.5,63.4,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST577,80 days,819,200.37,5,5,5,5.0,2003.7,VIP,Offer exclusive content + loyalty rewards,Premium
CUST578,212 days,855,221.77,2,5,5,3.5,2217.7,Average,Re-engagement emails + limited-time discounts,Standard
CUST579,95 days,528,136.88,4,4,4,4.0,1368.8,Loyal,Upsell to premium plan + referral program,Standard
CUST580,98 days,756,233.93,3,5,5,4.0,2339.3,Loyal,Upsell to premium plan + referral program,Premium
CUST581,105 days,400,116.27,3,3,3,3.0,1162.7,Average,Re-engagement emails + limited-time discounts,Basic
CUST582,100 days,310,67.26,3,3,3,3.0,672.6,Average,Re-engagement emails + limited-time discounts,Basic
CUST583,103 days,434,141.54,3,3,4,3.2,1415.4,Average,Re-engagement emails + limited-time discounts,Standard
CUST584,77 days,546,93.41,5,4,3,4.3,934.1,Loyal,Upsell to premium plan + referral program,Basic
CUST585,88 days,588,156.53,4,4,4,4.0,1565.3,Loyal,Upsell to premium plan + referral program,Basic
CUST586,118 days,23,16.64,2,1,1,1.5,166.4,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST587,100 days,144,41.89,3,2,2,2.5,418.9,At Risk,Win-back campaign + survey for feedback,Basic
CUST588,85 days,1100,218.07,5,5,5,5.0,2180.7,VIP,Offer exclusive content + loyalty rewards,Standard
CUST589,89 days,567,136.22,4,4,4,4.0,1362.2,Loyal,Upsell to premium plan + referral program,Basic
CUST590,223 days,306,63.59,2,3,2,2.3,635.9,At Risk,Win-back campaign + survey for feedback,Standard
CUST591,105 days,546,156.28,3,4,4,3.5,1562.8,Average,Re-engagement emails + limited-time discounts,Standard
CUST592,98 days,216,60.34,3,2,2,2.5,603.4,At Risk,Win-back campaign + survey for feedback,Standard
CUST593,84 days,165,38.05,5,2,2,3.5,380.5,Average,Re-engagement emails + limited-time discounts,Basic
CUST594,100 days,374,117.63,3,3,3,3.0,1176.3,Average,Re-engagement emails + limited-time discounts,Standard
CUST595,89 days,280,60.53,4,3,2,3.3,605.3,Average,Re-engagement emails + limited-time discounts,Basic
CUST596,78 days,616,162.49,5,4,4,4.5,1624.9,Loyal,Upsell to premium plan + referral program,Standard
CUST597,95 days,88,33.61,4,2,2,3.0,336.1,Average,Re-engagement emails + limited-time discounts,Premium
CUST598,91 days,736,258.17,4,5,5,4.5,2581.7,Loyal,Upsell to premium plan + referral program,Standard
CUST599,77 days,1196,259.18,5,5,5,5.0,2591.8,VIP,Offer exclusive content + loyalty rewards,Standard
CUST600,266 days,390,112.93,1,3,3,2.0,1129.3,At Risk,Win-back campaign + survey for feedback,Standard
CUST601,78 days,442,146.55,5,4,4,4.5,1465.5,Loyal,Upsell to premium plan + referral program,Standard
CUST602,86 days,434,113.13,5,3,3,4.0,1131.3,Loyal,Upsell to premium plan + referral program,Premium
CUST603,86 days,1026,333.37,5,5,5,5.0,3333.7,VIP,Offer exclusive content + loyalty rewards,Premium
CUST604,341 days,376,92.0,1,3,3,2.0,920.0,At Risk,Win-back campaign + survey for feedback,Standard
CUST605,96 days,216,46.39,4,2,2,3.0,463.9,Average,Re-engagement emails + limited-time discounts,Standard
CUST606,97 days,987,360.8,4,5,5,4.5,3608.0,Loyal,Upsell to premium plan + referral program,Premium
CUST607,210 days,1050,226.21,2,5,5,3.5,2262.1,Average,Re-engagement emails + limited-time discounts,Premium
CUST608,82 days,1100,221.65,5,5,5,5.0,2216.5,VIP,Offer exclusive content + loyalty rewards,Standard
CUST609,98 days,527,186.19,3,4,5,3.7,1861.9,Average,Re-engagement emails + limited-time discounts,Standard
CUST610,92 days,378,98.14,4,3,3,3.5,981.4,Average,Re-engagement emails + limited-time discounts,Basic
CUST611,382 days,62,17.04,1,1,1,1.0,170.4,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Premium
CUST612,77 days,594,152.05,5,4,4,4.5,1520.5,Loyal,Upsell to premium plan + referral program,Basic
CUST613,241 days,495,167.19,1,4,4,2.5,1671.9,At Risk,Win-back campaign + survey for feedback,Standard
CUST614,123 days,38,7.03,2,1,1,1.5,70.3,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST615,93 days,37,6.34,4,1,1,2.5,63.4,At Risk,Win-back campaign + survey for feedback,Basic
CUST616,97 days,450,101.19,4,4,3,3.8,1011.9,Average,Re-engagement emails + limited-time discounts,Standard
CUST617,102 days,1292,323.74,3,5,5,4.0,3237.4,Loyal,Upsell to premium plan + referral program,Premium
CUST618,86 days,460,149.76,5,4,4,4.5,1497.6,Loyal,Upsell to premium plan + referral program,Basic
CUST619,91 days,196,44.79,4,2,2,3.0,447.9,Average,Re-engagement emails + limited-time discounts,Standard
CUST620,274 days,272,56.97,1,3,2,1.8,569.7,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST621,224 days,148,26.08,2,2,2,2.0,260.8,At Risk,Win-back campaign + survey for feedback,Basic
CUST622,255 days,867,172.76,1,5,4,2.8,1727.6,At Risk,Win-back campaign + survey for feedback,Standard
CUST623,91 days,820,240.9,4,5,5,4.5,2409.0,Loyal,Upsell to premium plan + referral program,Standard
CUST624,262 days,280,95.78,1,3,3,2.0,957.8,At Risk,Win-back campaign + survey for feedback,Basic
CUST625,364 days,72,20.78,1,1,1,1.0,207.8,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST626,377 days,38,6.53,1,1,1,1.0,65.3,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST627,91 days,180,68.15,4,2,3,3.2,681.5,Average,Re-engagement emails + limited-time discounts,Standard
CUST628,129 days,70,16.34,2,1,1,1.5,163.4,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Premium
CUST629,103 days,1260,328.98,3,5,5,4.0,3289.8,Loyal,Upsell to premium plan + referral program,Premium
CUST630,88 days,684,191.6,4,5,5,4.5,1916.0,Loyal,Upsell to premium plan + referral program,Standard
CUST631,79 days,744,442.44,5,5,5,5.0,4424.4,VIP,Offer exclusive content + loyalty rewards,Standard
CUST632,167 days,966,328.35,2,5,5,3.5,3283.5,Average,Re-engagement emails + limited-time discounts,Premium
CUST633,255 days,266,47.1,1,3,2,1.8,471.0,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST634,102 days,1260,285.65,3,5,5,4.0,2856.5,Loyal,Upsell to premium plan + referral program,Premium
CUST635,102 days,1144,344.05,3,5,5,4.0,3440.5,Loyal,Upsell to premium plan + referral program,Premium
CUST636,102 days,456,142.47,3,4,4,3.5,1424.7,Average,Re-engagement emails + limited-time discounts,Basic
CUST637,90 days,228,45.54,4,2,2,3.0,455.4,Average,Re-engagement emails + limited-time discounts,Basic
CUST638,83 days,440,168.98,5,3,4,4.2,1689.8,Loyal,Upsell to premium plan + referral program,Premium
CUST639,82 days,90,35.37,5,2,2,3.5,353.7,Average,Re-engagement emails + limited-time discounts,Standard
CUST640,228 days,666,132.9,2,4,4,3.0,1329.0,Average,Re-engagement emails + limited-time discounts,Basic
CUST641,90 days,280,106.29,4,3,3,3.5,1062.9,Average,Re-engagement emails + limited-time discounts,Basic
CUST642,98 days,170,52.16,3,2,2,2.5,521.6,At Risk,Win-back campaign + survey for feedback,Standard
CUST643,89 days,608,178.55,4,4,5,4.2,1785.5,Loyal,Upsell to premium plan + referral program,Standard
CUST644,319 days,287,73.46,1,3,3,2.0,734.6,At Risk,Win-back campaign + survey for feedback,Standard
CUST645,177 days,240,85.13,2,2,3,2.2,851.3,At Risk,Win-back campaign + survey for feedback,Premium
CUST646,178 days,37,6.3,2,1,1,1.5,63.0,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST647,105 days,780,166.99,3,5,4,3.8,1669.9,Average,Re-engagement emails + limited-time discounts,Standard
CUST648,86 days,480,127.64,5,4,4,4.5,1276.4,Loyal,Upsell to premium plan + referral program,Standard
CUST649,92 days,540,190.8,4,4,5,4.2,1908.0,Loyal,Upsell to premium plan + referral program,Standard
CUST650,228 days,304,57.54,2,3,2,2.3,575.4,At Risk,Win-back campaign + survey for feedback,Basic
CUST651,376 days,610,171.14,1,4,4,2.5,1711.4,At Risk,Win-back campaign + survey for feedback,Premium
CUST652,201 days,576,147.05,2,4,4,3.0,1470.5,Average,Re-engagement emails + limited-time discounts,Premium
CUST653,264 days,273,82.36,1,3,3,2.0,823.6,At Risk,Win-back campaign + survey for feedback,Standard
CUST654,234 days,496,167.56,2,4,4,3.0,1675.6,Average,Re-engagement emails + limited-time discounts,Standard
CUST655,101 days,234,63.16,3,2,2,2.5,631.6,At Risk,Win-back campaign + survey for feedback,Basic
CUST656,173 days,49,10.88,2,1,1,1.5,108.8,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST657,104 days,31,9.92,3,1,1,2.0,99.2,At Risk,Win-back campaign + survey for feedback,Standard
CUST658,90 days,864,200.07,4,5,5,4.5,2000.7,Loyal,Upsell to premium plan + referral program,Standard
CUST659,87 days,675,247.6,5,5,5,5.0,2476.0,VIP,Offer exclusive content + loyalty rewards,Premium
CUST660,80 days,663,190.26,5,4,5,4.7,1902.6,VIP,Offer exclusive content + loyalty rewards,Standard
CUST661,105 days,190,57.55,3,2,2,2.5,575.5,At Risk,Win-back campaign + survey for feedback,Standard
CUST662,98 days,111,33.44,3,2,2,2.5,334.4,At Risk,Win-back campaign + survey for feedback,Standard
CUST663,91 days,30,6.38,4,1,1,2.5,63.8,At Risk,Win-back campaign + survey for feedback,Basic
CUST664,89 days,304,81.18,4,3,3,3.5,811.8,Average,Re-engagement emails + limited-time discounts,Standard
CUST665,85 days,686,156.83,5,5,4,4.8,1568.3,VIP,Offer exclusive content + loyalty rewards,Standard
CUST666,82 days,441,94.46,5,3,3,4.0,944.6,Loyal,Upsell to premium plan + referral program,Standard
CUST667,88 days,380,100.66,4,3,3,3.5,1006.6,Average,Re-engagement emails + limited-time discounts,Standard
CUST668,95 days,777,227.54,4,5,5,4.5,2275.4,Loyal,Upsell to premium plan + referral program,Standard
CUST669,202 days,176,44.44,2,2,2,2.0,444.4,At Risk,Win-back campaign + survey for feedback,Standard
CUST670,194 days,279,95.52,2,3,3,2.5,955.2,At Risk,Win-back campaign + survey for feedback,Standard
CUST671,399 days,424,91.8,1,3,3,2.0,918.0,At Risk,Win-back campaign + survey for feedback,Standard
CUST672,212 days,200,82.25,2,2,3,2.2,822.5,At Risk,Win-back campaign + survey for feedback,Premium
CUST673,89 days,420,101.34,4,3,3,3.5,1013.4,Average,Re-engagement emails + limited-time discounts,Basic
CUST674,217 days,448,117.54,2,4,3,2.8,1175.4,At Risk,Win-back campaign + survey for feedback,Basic
CUST675,94 days,924,248.97,4,5,5,4.5,2489.7,Loyal,Upsell to premium plan + referral program,Standard
CUST676,88 days,108,61.34,4,2,2,3.0,613.4,Average,Re-engagement emails + limited-time discounts,Basic
CUST677,186 days,720,127.16,2,5,4,3.3,1271.6,Average,Re-engagement emails + limited-time discounts,Basic
CUST678,80 days,408,239.76,5,3,5,4.4,2397.6,Loyal,Upsell to premium plan + referral program,Standard
CUST679,192 days,96,34.27,2,2,2,2.0,342.7,At Risk,Win-back campaign + survey for feedback,Standard
CUST680,311 days,150,32.15,1,2,2,1.5,321.5,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST681,285 days,688,278.49,1,5,5,3.0,2784.9,Average,Re-engagement emails + limited-time discounts,Premium
CUST682,404 days,46,11.69,1,1,1,1.0,116.9,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST683,100 days,385,113.89,3,3,3,3.0,1138.9,Average,Re-engagement emails + limited-time discounts,Premium
CUST684,81 days,525,99.65,5,4,3,4.3,996.5,Loyal,Upsell to premium plan + referral program,Basic
CUST685,79 days,324,62.03,5,3,2,3.8,620.3,Average,Re-engagement emails + limited-time discounts,Standard
CUST686,77 days,140,30.96,5,2,2,3.5,309.6,Average,Re-engagement emails + limited-time discounts,Premium
CUST687,187 days,55,10.94,2,1,1,1.5,109.4,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST688,181 days,49,10.54,2,1,1,1.5,105.4,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST689,183 days,32,11.02,2,1,1,1.5,110.2,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST690,80 days,100,26.09,5,2,2,3.5,260.9,Average,Re-engagement emails + limited-time discounts,Basic
CUST691,97 days,450,180.6,4,4,5,4.2,1806.0,Loyal,Upsell to premium plan + referral program,Standard
CUST692,79 days,250,50.64,5,3,2,3.8,506.4,Average,Re-engagement emails + limited-time discounts,Standard
CUST693,105 days,440,138.97,3,3,4,3.2,1389.7,Average,Re-engagement emails + limited-time discounts,Premium
CUST694,301 days,476,105.95,1,4,3,2.3,1059.5,At Risk,Win-back campaign + survey for feedback,Basic
CUST695,94 days,506,176.78,4,4,4,4.0,1767.8,Loyal,Upsell to premium plan + referral program,Premium
CUST696,98 days,615,250.64,3,4,5,3.7,2506.4,Average,Re-engagement emails + limited-time discounts,Premium
CUST697,77 days,116,27.6,5,2,2,3.5,276.0,Average,Re-engagement emails + limited-time discounts,Basic
CUST698,178 days,108,22.55,2,2,2,2.0,225.5,At Risk,Win-back campaign + survey for feedback,Standard
CUST699,108 days,67,15.48,2,1,1,1.5,154.8,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Premium
CUST700,104 days,216,61.42,3,2,2,2.5,614.2,At Risk,Win-back campaign + survey for feedback,Premium
CUST701,79 days,245,78.13,5,2,3,3.7,781.3,Average,Re-engagement emails + limited-time discounts,Standard
CUST702,97 days,124,43.94,4,2,2,3.0,439.4,Average,Re-engagement emails + limited-time discounts,Standard
CUST703,95 days,106,22.33,4,2,2,3.0,223.3,Average,Re-engagement emails + limited-time discounts,Standard
CUST704,171 days,53,22.52,2,1,2,1.7,225.2,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST705,201 days,252,47.63,2,3,2,2.3,476.3,At Risk,Win-back campaign + survey for feedback,Basic
CUST706,84 days,150,50.38,5,2,2,3.5,503.8,Average,Re-engagement emails + limited-time discounts,Standard
CUST707,82 days,180,57.28,5,2,2,3.5,572.8,Average,Re-engagement emails + limited-time discounts,Basic
CUST708,403 days,23,6.65,1,1,1,1.0,66.5,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST709,81 days,784,342.0,5,5,5,5.0,3420.0,VIP,Offer exclusive content + loyalty rewards,Standard
CUST710,109 days,45,19.89,2,1,1,1.5,198.9,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST711,90 days,703,221.88,4,5,5,4.5,2218.8,Loyal,Upsell to premium plan + referral program,Standard
CUST712,90 days,450,149.65,4,4,4,4.0,1496.5,Loyal,Upsell to premium plan + referral program,Standard
CUST713,100 days,110,22.68,3,2,2,2.5,226.8,At Risk,Win-back campaign + survey for feedback,Standard
CUST714,95 days,760,133.44,4,5,4,4.3,1334.4,Loyal,Upsell to premium plan + referral program,Basic
CUST715,265 days,640,188.91,1,4,5,2.7,1889.1,At Risk,Win-back campaign + survey for feedback,Standard
CUST716,79 days,112,31.88,5,2,2,3.5,318.8,Average,Re-engagement emails + limited-time discounts,Premium
CUST717,93 days,324,104.1,4,3,3,3.5,1041.0,Average,Re-engagement emails + limited-time discounts,Standard
CUST718,93 days,741,209.55,4,5,5,4.5,2095.5,Loyal,Upsell to premium plan + referral program,Standard
CUST719,80 days,738,193.15,5,5,5,5.0,1931.5,VIP,Offer exclusive content + loyalty rewards,Standard
CUST720,95 days,192,64.78,4,2,2,3.0,647.8,Average,Re-engagement emails + limited-time discounts,Premium
CUST721,98 days,130,32.26,3,2,2,2.5,322.6,At Risk,Win-back campaign + survey for feedback,Basic
CUST722,240 days,164,48.33,1,2,2,1.5,483.3,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST723,80 days,528,129.92,5,4,4,4.5,1299.2,Loyal,Upsell to premium plan + referral program,Standard
CUST724,97 days,518,149.19,4,4,4,4.0,1491.9,Loyal,Upsell to premium plan + referral program,Standard
CUST725,324 days,36,7.28,1,1,1,1.0,72.8,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST726,104 days,340,179.64,3,3,5,3.4,1796.4,Average,Re-engagement emails + limited-time discounts,Standard
CUST727,300 days,330,74.56,1,3,3,2.0,745.6,At Risk,Win-back campaign + survey for feedback,Basic
CUST728,77 days,31,10.89,5,1,1,3.0,108.9,Average,Re-engagement emails + limited-time discounts,Standard
CUST729,268 days,45,11.47,1,1,1,1.0,114.7,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST730,174 days,504,90.18,2,4,3,2.8,901.8,At Risk,Win-back campaign + survey for feedback,Basic
CUST731,362 days,504,205.16,1,4,5,2.7,2051.6,At Risk,Win-back campaign + survey for feedback,Premium
CUST732,351 days,60,21.96,1,1,2,1.2,219.6,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST733,82 days,858,195.88,5,5,5,5.0,1958.8,VIP,Offer exclusive content + loyalty rewards,Premium
CUST734,158 days,47,10.21,2,1,1,1.5,102.1,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST735,85 days,407,74.06,5,3,3,4.0,740.6,Loyal,Upsell to premium plan + referral program,Basic
CUST736,105 days,276,91.87,3,3,3,3.0,918.7,Average,Re-engagement emails + limited-time discounts,Basic
CUST737,78 days,324,91.27,5,3,3,4.0,912.7,Loyal,Upsell to premium plan + referral program,Premium
CUST738,100 days,228,41.57,3,2,2,2.5,415.7,At Risk,Win-back campaign + survey for feedback,Basic
CUST739,96 days,342,57.0,4,3,2,3.3,570.0,Average,Re-engagement emails + limited-time discounts,Basic
CUST740,104 days,39,10.76,3,1,1,2.0,107.6,At Risk,Win-back campaign + survey for feedback,Standard
CUST741,94 days,238,78.03,4,2,3,3.2,780.3,Average,Re-engagement emails + limited-time discounts,Standard
CUST742,218 days,48,11.99,2,1,1,1.5,119.9,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST743,288 days,30,7.01,1,1,1,1.0,70.1,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST744,77 days,78,22.31,5,1,2,3.2,223.1,Average,Re-engagement emails + limited-time discounts,Basic
CUST745,102 days,480,141.12,3,4,4,3.5,1411.2,Average,Re-engagement emails + limited-time discounts,Basic
CUST746,95 days,546,88.87,4,4,3,3.8,888.7,Average,Re-engagement emails + limited-time discounts,Basic
CUST747,85 days,656,169.33,5,4,4,4.5,1693.3,Loyal,Upsell to premium plan + referral program,Standard
CUST748,77 days,912,496.64,5,5,5,5.0,4966.4,VIP,Offer exclusive content + loyalty rewards,Standard
CUST749,77 days,408,91.44,5,3,3,4.0,914.4,Loyal,Upsell to premium plan + referral program,Basic
CUST750,103 days,82,23.56,3,1,2,2.2,235.6,At Risk,Win-back campaign + survey for feedback,Standard
CUST751,273 days,198,62.36,1,2,2,1.5,623.6,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST752,91 days,966,211.33,4,5,5,4.5,2113.3,Loyal,Upsell to premium plan + referral program,Premium
CUST753,91 days,1190,255.58,4,5,5,4.5,2555.8,Loyal,Upsell to premium plan + referral program,Premium
CUST754,89 days,510,173.41,4,4,4,4.0,1734.1,Loyal,Upsell to premium plan + referral program,Premium
CUST755,82 days,111,22.45,5,2,2,3.5,224.5,Average,Re-engagement emails + limited-time discounts,Basic
CUST756,96 days,216,44.25,4,2,2,3.0,442.5,Average,Re-engagement emails + limited-time discounts,Basic
CUST757,196 days,240,53.77,2,2,2,2.0,537.7,At Risk,Win-back campaign + survey for feedback,Standard
CUST758,86 days,525,104.94,5,4,3,4.3,1049.4,Loyal,Upsell to premium plan + referral program,Basic
CUST759,99 days,520,141.85,3,4,4,3.5,1418.5,Average,Re-engagement emails + limited-time discounts,Standard
CUST760,340 days,31,10.45,1,1,1,1.0,104.5,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST761,375 days,770,224.09,1,5,5,3.0,2240.9,Average,Re-engagement emails + limited-time discounts,Premium
CUST762,250 days,360,130.4,1,3,4,2.2,1304.0,At Risk,Win-back campaign + survey for feedback,Premium
CUST763,79 days,276,61.08,5,3,2,3.8,610.8,Average,Re-engagement emails + limited-time discounts,Standard
CUST764,158 days,47,11.84,2,1,1,1.5,118.4,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST765,93 days,216,46.17,4,2,2,3.0,461.7,Average,Re-engagement emails + limited-time discounts,Standard
CUST766,87 days,192,100.68,5,2,3,3.7,1006.8,Average,Re-engagement emails + limited-time discounts,Basic
CUST767,92 days,136,44.11,4,2,2,3.0,441.1,Average,Re-engagement emails + limited-time discounts,Standard
CUST768,76 days,125,34.04,5,2,2,3.5,340.4,Average,Re-engagement emails + limited-time discounts,Basic
CUST769,86 days,210,80.63,5,2,3,3.7,806.3,Average,Re-engagement emails + limited-time discounts,Standard
CUST770,103 days,156,46.46,3,2,2,2.5,464.6,At Risk,Win-back campaign + survey for feedback,Standard
CUST771,321 days,442,150.39,1,4,4,2.5,1503.9,At Risk,Win-back campaign + survey for feedback,Standard
CUST772,137 days,30,11.48,2,1,1,1.5,114.8,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST773,236 days,364,72.38,2,3,3,2.5,723.8,At Risk,Win-back campaign + survey for feedback,Standard
CUST774,77 days,650,154.72,5,4,4,4.5,1547.2,Loyal,Upsell to premium plan + referral program,Premium
CUST775,362 days,420,97.27,1,3,3,2.0,972.7,At Risk,Win-back campaign + survey for feedback,Basic
CUST776,99 days,106,21.24,3,2,1,2.3,212.4,At Risk,Win-back campaign + survey for feedback,Standard
CUST777,169 days,371,80.85,2,3,3,2.5,808.5,At Risk,Win-back campaign + survey for feedback,Standard
CUST778,87 days,828,244.14,5,5,5,5.0,2441.4,VIP,Offer exclusive content + loyalty rewards,Standard
CUST779,184 days,969,252.16,2,5,5,3.5,2521.6,Average,Re-engagement emails + limited-time discounts,Premium
CUST780,101 days,760,130.13,3,5,4,3.8,1301.3,Average,Re-engagement emails + limited-time discounts,Basic
CUST781,264 days,49,12.04,1,1,1,1.0,120.4,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST782,210 days,50,10.39,2,1,1,1.5,103.9,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST783,88 days,784,261.58,4,5,5,4.5,2615.8,Loyal,Upsell to premium plan + referral program,Premium
CUST784,78 days,748,151.72,5,5,4,4.8,1517.2,VIP,Offer exclusive content + loyalty rewards,Basic
CUST785,268 days,231,70.33,1,2,3,1.7,703.3,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST786,78 days,630,153.49,5,4,4,4.5,1534.9,Loyal,Upsell to premium plan + referral program,Standard
CUST787,283 days,34,7.27,1,1,1,1.0,72.7,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
